play_name,goal,stage,difficulty,impact,channels,summary,trigger,actions,sop
Upcoming Renewals,Retention,Post-Sales,Intermediate,High,"Email, Text, Phone","Don't be caught by surprise when it comes to renewal time. Schedule a customer check-in 90 days prior to the renewal of an existing contract to understand how their priorities may have evolved over the course of the contract. 
Send an automated sequence from your account manager to set up a meeting to talk about their experience with your product, including their concerns and challenges.",- Identify customers with contract end dates upcoming,"'- Determine behavior based on Company, Contact, Opportunity or Activity data
- Export
- Send records to your business system (CRM, MAT, SEP, CSV) 
- Assign to a User
- Then enroll in a Campaign (optional)","## 1. Identify Upcoming Renewals
- Set up system to flag accounts with contract end dates within 90 days
- Configure automatic triggers based on renewal date proximity

## 2. Segment Customers
- Categorize renewals based on product, usage metrics, and customer segment
- Determine appropriate renewal strategy for each category

## 3. Prepare Personalized Outreach
- Create tailored email templates for each customer segment
- Develop phone scripts for follow-up conversations

## 4. Initiate Automated Renewal Campaign
- Launch email sequence to schedule check-in meetings
- Trigger reminders for account managers to make contact

## 5. Conduct Customer Health Assessment
- Review product usage data and engagement metrics
- Calculate customer health score to prioritize at-risk accounts

## 6. Execute Multi-Channel Engagement
- Send personalized emails from account managers
- Follow up with phone calls for high-priority accounts
- Consider text messages for quick check-ins

## 7. Gather Feedback and Address Concerns
- Document customer feedback during renewal conversations
- Identify and escalate any critical issues or challenges

## 8. Offer Tailored Renewals
- Prepare upsell opportunities for healthy accounts
- Develop retention offers for at-risk customers

## 9. Update CRM and Business Systems
- Export renewal status and interactions to CRM
- Ensure all systems are updated with latest customer information

## 10. Analyze and Optimize Process
- Track renewal rates and campaign effe"
Automate Customer Referrals,Retention,Post-Sales,Expert,Medium,"Email, Text, Mail, Events, Ads, Chat, Phone","Customer referrals with compelling testimonials about your solution can be a significant contributor to your business pipeline.  
To make it easy for your customers to give referrals, send an automated request email with a discount code or landing page link. Some referral programs provide incentives, while others rely on the goodwill of their customers. 
As for timing, ask your customers for a referral after their onboarding and training are complete. That said, you are more likely to get a higher quality referral if you wait until after they've had a ""wow"" experience with your product.",- Identify recently closed deals with friendly contacts,"'- Export
- Send records to your business system (CRM, MAT, SEP, CSV) 
- Assign to a User
- Then enroll in a Campaign (optional)","## 1. Identify Onboarding Completion Trigger
- Set up system to flag when customers complete onboarding
- Configure trigger for positive feedback or high usage activity

## 2. Prepare Referral Program
- Define referral incentives (if applicable)
- Create landing page or discount code for referrals

## 3. Develop Automated Request Email
- Craft compelling email template for referral requests
- Include testimonial prompts and easy-to-use referral links

## 4. Configure Export Process
- Set up data export to selected business system (CRM, MAT, SEP)
- Ensure proper record type mapping (e.g., Accounts, Contacts)

## 5. Implement Lead Assignment
- Define rules for assigning new referral leads to team members

## 6. Create Follow-Up Campaign
- Design multi-step campaign for nurturing referral leads
- Include various channels (email, text, phone, etc.)

## 7. Set Up Tracking and Analytics
- Implement system to track referral sources and conversion rates
- Configure reporting dashboard for referral program performance

## 8. Launch Automated Workflow
- Activate trigger-based workflow in ZoomInfo platform
- Test end-to-end process from trigger to lead assignment

## 9. Monitor and Optimize
- Regularly review referral program metrics
- Adjust messaging, incentives, and timing based on performance data"
At-Risk Customer Surveys,Retention,Post-Sales,Expert,High,"👩‍💻 In-App, Email, Chat","Send out a quarterly Net Promoter Score survey to identify customers at risk of churn allows you to pinpoint renewal problems before they happen. Email surveys to clients ahead of their renewal cycle to discover any potential issues. If possible, include a gift to encourage participation. Assess their responses and take appropriate corrective actions to save any at-risk accounts.",- Identify customers with low product usage or poor adoption who meet the criteria for At-Risk Survey,"'- Export
- Send records to your business system (CRM, MAT, SEP, CSV) 
- Assign to a User
- Then enroll in a Campaign (optional)","## 1. Identify At-Risk Customers
- Utilize AI models or customer health scores
- Flag accounts with low usage, poor adoption, or frequent complaints

## 2. Configure Survey System
- Set up quarterly NPS survey template
- Integrate with CRM or customer data platform

## 3. Prepare Incentive
- Select appropriate gift for survey completion
- Set up fulfillment process for incentive distribution

## 4. Trigger Survey Distribution
- Automatically send surveys to identified at-risk customers
- Time surveys ahead of renewal cycles

## 5. Monitor Survey Responses
- Track response rates and NPS scores
- Analyze feedback for common themes or issues

## 6. Data Export and Enrichment
- Export survey results to CRM/MAT/SEP
- Enrich customer profiles with survey data

## 7. Alert Account Teams
- Notify relevant team members of at-risk accounts
- Share survey results and identified concerns

## 8. Develop Action Plans
- Create tailored strategies for each at-risk account
- Assign tasks to appropriate team members

## 9. Execute Retention Efforts
- Implement corrective actions based on survey feedback
- Engage customers through preferred channels (in-app, email, chat)

## 10. Follow-up and Measurement
- Track impact of retention efforts on customer sentiment
- Measure changes in product usage and adoption rates

## 11. Continuous Improvement
- Regularly review and refine survey process and questions
- Update risk identification criteria based on learnings"
Congratulate Promotions,Retention,Post-Sales,Intermediate,High,"Email, Text, Phone","Personnel changes at a customer create great upsell opportunities. When an internal executive is promoted, they typically look to make their mark in the first 90 days, including evaluating existing technology and services - and buying new ones. Getting in front of these executives early gives you the chance to increase your odds of expanding your contract into a new department, sell more seats, etc. 
When the personnel tracker in ZoomInfo notifies you of an internal promotion at a customer you can automate sending a congratulatory message to capture this opportunity. Plus, a new job is a natur",- Identify contact with new management level within specific departments at a company within your ICP,"'- Export
- Send records to your business system (CRM, MAT, SEP, CSV) 
- Assign to a User
- Then enroll in a Campaign (optional)","## 1. Set Up Contact Tracking
- Configure ZoomInfo to track key contacts at target companies
- Define criteria for tracking promotions and role changes

## 2. Define Target Audience
- Establish parameters for companies within your ICP
- Set criteria for relevant departments and management levels

## 3. Monitor for Promotions
- Continuously scan tracked contacts for role changes
- Trigger alerts when promotions are detected

## 4. Data Export and Enrichment
- Export promoted contact details to chosen business system (CRM, MAT, SEP)
- Enrich contact and company data as necessary

## 5. Lead Assignment
- Automatically assign promoted contacts to appropriate team members

## 6. Campaign Enrollment (Optional)
- Create congratulatory email campaign
- Enroll promoted contacts into the campaign

## 7. Multi-Channel Outreach
- Implement congratulatory messages across email, text, and phone
- Tailor messaging to highlight expanded services relevant to new role

## 8. Follow-Up Strategy
- Schedule follow-up touchpoints within the first 90 days of promotion
- Prepare tailored upsell/cross-sell proposals based on new responsibilities

## 9. Performance Tracking
- Monitor engagement rates and conversion metrics
- Analyze success in expanding contracts or selling new services

## 10. Continuous Refinement
- Regularly review and adjust tracking criteria and outreach strategies
- Update messaging based on feedback and success rates"
Low Adoption Engagement,Retention,Post-Sales,Intermediate,High,"Email, Text, Mail, Events, Ads, Chat, Phone,👩‍💻 In-App","There’s a downsell risk when customers aren’t using the full scope of the product they purchased. Take a look at what each customer is paying for and pinpoint features that are underutilized or not used at all. 
Automate outreach that highlights the benefits and value of those features and how they can derive maximum value from their subscription. Offer support to help set up unused feature(s) and familiarize them with how they work. 
Run this play at scale by analyzing product usage data and automating messaging campaigns. Higher product utilization translates to more upsells, renewals, and c","- Identify a company with low user adoption, product utilization, and/or churn risk","- Source expanded set of contacts which meet your persona definition related to low usage or other churn risk
- Send records to your CRM
- Assign to a Account Owner
- Enroll in Low Adoption Campaign","## 1. Identify Low Adoption Accounts
- Analyze product usage data to identify underutilized features
- Set threshold for low adoption risk

## 2. Expand Contact Base
- Source additional contacts within identified accounts
- Ensure contacts meet defined persona criteria

## 3. CRM Integration
- Export low adoption account data to CRM
- Assign accounts to appropriate Account Owners

## 4. Campaign Creation
- Develop ""Low Adoption Campaign"" highlighting unused features
- Customize messaging to emphasize specific value propositions

## 5. Multi-Channel Outreach
- Implement automated outreach across multiple channels
- Prioritize email, phone, and in-app messaging

## 6. Offer Personalized Support
- Prepare resources for feature setup and familiarization
- Enable easy scheduling for one-on-one support sessions

## 7. Monitor Engagement
- Track response rates and feature adoption increases
- Identify most effective outreach methods

## 8. Follow-Up Strategy
- Implement tiered follow-up based on initial engagement
- Adjust messaging for non-responsive accounts

## 9. Continuous Improvement
- Regularly review and refine low adoption criteria
- Update campaign content based on customer feedback and success stories"
General User Engagement,Retention,Post-Sales,Intermediate,Medium,"Email, Text, Mail, Events, Ads, Chat, Phone,👩‍💻 In-App","Establishing a client takes more than signing a contract. Track user engagement at new accounts to make sure they're getting value out of your product. 
You can monitor the number of seats being used compared against the number of seats sold. Set up a two-step email campaign to any user that hasn't logged in. Send the first email after 15 days of inactivity, a second follow up email one a week later. Have a CSM call after 30 days if there's still no activity.",- Identify a company with upside on engagement or limited use of key functionality,"'- Export
- Send records to your business system (CRM, MAT, SEP, CSV) 
- Assign to a User
- Then enroll in a Campaign (optional)","## 1. Identify Low Engagement Accounts
- Set up criteria for low product activity (e.g., login frequency, feature usage)
- Configure system to flag accounts meeting these criteria

## 2. Data Export and Analysis
- Export account and user data to chosen business system (CRM, MAT, SEP)
- Analyze data to identify specific areas of underutilization

## 3. Segmentation and Assignment
- Segment low-engagement accounts based on severity and potential value
- Assign accounts to appropriate Customer Success Managers (CSMs)

## 4. Two-Step Email Campaign
- Create and set up two-step email campaign
- Configure first email to trigger after 15 days of inactivity
- Set up follow-up email to send one week after the first if no response

## 5. CSM Outreach
- Implement 30-day check-in protocol for CSMs
- Prepare talking points focusing on underutilized features and value proposition

## 6. Multi-Channel Engagement
- Develop strategies for engagement across various channels (chat, phone, in-app)
- Tailor approach based on account characteristics and preferences

## 7. Resource Allocation
- Ensure CSMs have necessary resources to assist users (e.g., training materials, demos)
- Allocate additional support for high-value accounts if needed

## 8. Performance Tracking
- Set up metrics to track engagement improvements (e.g., login frequency, feature adoption)
- Monitor success rates of email campaigns and CSM interventions

## 9. Continuous Optimization
- Regularly review and refine engagement cri"
Customer Awards or Recognition,Retention,Post-Sales,Easy,Medium,"Email, Text, Phone, Mail","When a customer receives awards or other public recognition, it's time to celebrate! Launch a direct mail campaign or send a gift to mark the occasion. You can surface customer milestones through news or Scoops on the ZoomInfo platform.",- Identify customer or contacts wins public award or named to list,"'- Source expanded set of contacts (+ contact who won award) which meet persona definition
- Send record to your CRM
- Assign to a Account Owner
- Enroll in Award Congratulations campaign","## 1. Monitor for Customer Achievements
- Set up alerts for customer awards and recognitions
- Regularly check industry news and ZoomInfo Scoops for customer milestones

## 2. Define Celebration Criteria
- Establish criteria for internal milestones (e.g., usage benchmarks, anniversaries)
- Create a list of external achievements to recognize (e.g., industry awards, public listings)

## 3. Contact Identification
- Use ZoomInfo to source expanded set of contacts within the customer organization
- Ensure contacts meet persona definition criteria

## 4. CRM Integration
- Send identified records to CRM
- Assign contacts to appropriate Account Owner

## 5. Campaign Preparation
- Design ""Award Congratulations"" campaign
- Prepare multi-channel assets (email templates, direct mail pieces, gifts)

## 6. Personalized Outreach
- Enroll contacts in ""Award Congratulations"" campaign
- Customize messaging based on specific achievement or milestone

## 7. Multi-Channel Engagement
- Execute outreach across various channels (email, phone, text, direct mail)
- Coordinate timing of different touchpoints for maximum impact

## 8. Follow-up and Nurturing
- Schedule follow-up activities to maintain engagement
- Plan for ongoing recognition of future achievements

## 9. Performance Analysis
- Track response rates and engagement across channels
- Gather feedback on the recognition program's impact on customer relationships

## 10. Continuous Improvement
- Regularly review and update celebration criteri"
Onboarding Sales Flows,Retention,Post-Sales,Intermediate,Very High,"Email,👩‍💻 In-App, Text","It’s not enough to get new users set up and started with your product. You want to build an account champion by offering product support, demos, and webinars. Customer success teams should reach out to the team manager, to ensure that they understand the full range of your product and to drive better team engagement. 
Checking in with team managers early can improve engagement, build customer loyalty, and detect potential problems. Follow up several times in the first 30 days to get things rolling. Employ automated email campaigns based on usage data to stay apprised of new customer concerns a",- Identify new users who hit 5 day mark into contract without activity or engagement,"- Send non-human email, in-app messages, texts as log in reminders
- Frequent touch points offering to guide users through the first month, such as pointing out useful features
- Offer to schedule check-in calls with users 14 days into contract
- Enroll in Onboarding Campaign","## 1. Monitor User Activity
- Set up system to track new user logins and engagement
- Identify users who reach 5-day mark with low/no activity

## 2. Implement Automated Outreach
- Configure non-human emails, in-app messages, and texts
- Set up triggers for login reminders and feature highlights

## 3. Develop Guided Onboarding Content
- Create materials showcasing useful product features
- Design step-by-step guides for first month of usage

## 4. Schedule Check-in Calls
- Set up system to prompt scheduling at 14-day mark
- Prepare call scripts for customer success team

## 5. Enroll in Onboarding Campaign
- Design automated email sequence for first 30 days
- Tailor content based on usage data and customer segment

## 6. Engage Team Managers
- Identify and reach out to team leaders
- Offer comprehensive product demos and support

## 7. Conduct Webinars and Demos
- Schedule regular product showcases
- Create targeted content for different user roles

## 8. Track Engagement Metrics
- Monitor user activity and feature adoption rates
- Identify potential issues or areas for improvement

## 9. Optimize Onboarding Process
- Regularly review and refine outreach strategies
- Update content based on user feedback and performance data"
Product Usage Upsell,Upsell & Cross-sell,Post-Sales,Expert,Very High,"Email, Text, Phone","If you sell a product that has a usage revenue model - something that runs out over time - you should automate an upsell motion to resupply your client’s inventory and maintain the account. 
For example, at ZoomInfo, we sell credits to export companies and contacts. When those credits run low, an automated trigger prompts us to reach out and inform customers that their balance is low, and that they should purchase more credits or their service may be interrupted.",- Identify customers existing product usage to inform which products to sell them next,"- Source expanded set of contacts which meet your persona definition related to target products to upsell
- Send records to your CRM
- Assign to a Account Owner
- Enroll in Product Usage Upsell Campaign","## 1. Monitor Product Usage
- Set up automated tracking of customer product usage
- Define threshold for ""low usage"" trigger

## 2. Prepare Upsell Offerings
- Identify relevant products/features for upsell
- Create tailored upsell packages

## 3. Trigger Identification
- Implement system to flag accounts nearing usage limit
- Automate alerts to account managers

## 4. Contact Expansion
- Use ZoomInfo to identify additional relevant contacts within account
- Update CRM with expanded contact list

## 5. Automated Outreach Initiation
- Set up email templates for initial low-usage notification
- Configure system to send automated alerts to customers

## 6. Account Manager Assignment
- Automatically assign flagged accounts to appropriate account managers
- Notify account managers of upsell opportunity

## 7. Upsell Campaign Enrollment
- Create targeted upsell campaign in CRM/marketing automation tool
- Automatically enroll flagged accounts in campaign

## 8. Multi-Channel Follow-Up
- Implement coordinated outreach via email, phone, and text
- Schedule follow-up tasks for account managers

## 9. Performance Tracking
- Monitor upsell conversion rates
- Analyze effectiveness of different outreach channels

## 10. Continuous Refinement
- Regularly review and adjust usage thresholds
- Update upsell offerings based on customer feedback and market trends"
Web Visit Upsell,Upsell & Cross-sell,Post-Sales,Intermediate,High,"Email, Mail, Ads, Chat, Phone","Customers rarely buy everything your company has to offer. But as they see results from their initial experience, they may research additional products on your website. Use WebSights on your site to monitor when current customers are looking into add-on products and new features. 
ZoomInfo Sales allows you to set up a workflow that alerts sales when a customer is on a high-value product page. Based on that routing, the account manager can reach out to the client to initiate a discussion about their latest needs and interests.",- Identify customers visiting specific pages on your website indicating specific product interest,"'- Discover a set number of ZoomInfo contacts which meet your contact filters  
- Export
- Send records to your business system (CRM, MAT, SEP, CSV) 
- Assign to a User
- Then enroll in a Campaign (optional)","## 1. Configure WebSights Tracking
- Set up WebSights on your website
- Define high-value product pages to monitor

## 2. Establish Customer Identification
- Configure system to recognize existing customers
- Set up triggers for specific page visits

## 3. Define Contact Discovery Criteria
- Establish parameters for ZoomInfo contact discovery
- Set limits on number of contacts to discover per trigger

## 4. Automated Workflow Creation
- Set up workflow to trigger on customer page visits
- Configure contact discovery and export actions

## 5. CRM Integration
- Set up data export to CRM or other business systems
- Ensure proper record type and field mapping

## 6. Lead Assignment
- Configure automatic assignment to account managers
- Set up notification system for assigned leads

## 7. Campaign Enrollment (Optional)
- Create upsell-focused email campaign
- Configure automatic enrollment for discovered contacts

## 8. Multi-Channel Outreach
- Prepare templates for various communication channels
- Set up tracking for outreach effectiveness

## 9. Performance Monitoring
- Implement tracking for upsell conversion rates
- Set up reporting on workflow effectiveness

## 10. Continuous Optimization
- Regularly review and refine WebSights triggers
- Adjust discovery criteria and workflow based on results"
User Expansion,Upsell & Cross-sell,Post-Sales,Easy,Very High,"Email, Text, Mail, Events, Ads, Chat, Phone,👩‍💻 In-App","Uncover untapped opportunity at customer accounts by calculating their user saturation rate. Determine the total number of potential users at an account (by counting all the contacts that have job titles, functions, and levels consistent with your typical user base), then divide the number of their current user licenses into the number of total potential users. 
Focus your efforts on expanding accounts that have relatively low saturation rates, but show enough adoption to indicate that they value your product. Start by focusing on accounts with a user saturation rate between 10 and 60 percent.",- Identify user saturation rate to identify accounts that are below target,"- Source expanded set of contacts which meet your persona definition
- Send record to your CRM
- Assign to a Account Owner
- Enroll in User Expansion campaign","## 1. Calculate User Saturation Rate
- Determine total potential users at account
- Divide current user licenses by total potential users
- Identify accounts with 10-60% saturation rate

## 2. Define Target Criteria
- Set contact criteria based on typical user persona
- Establish parameters for job titles, functions, and levels

## 3. Automated Contact Discovery
- Use ZoomInfo to find up to 20 contacts meeting criteria
- Focus on accounts with satisfactory adoption rates

## 4. Data Export and Enrichment
- Export discovered contacts to CRM
- Enrich contact and account data as needed

## 5. Lead Assignment
- Automatically assign new contacts to Account Owners

## 6. Campaign Enrollment
- Create User Expansion campaign
- Enroll discovered contacts into the campaign

## 7. Multi-Channel Engagement
- Implement outreach across various channels (email, text, mail, events, ads, chat, phone, in-app)

## 8. Performance Monitoring
- Track user expansion metrics
- Monitor engagement and conversion rates

## 9. Continuous Optimization
- Regularly review and refine target criteria
- Adjust campaign messaging based on performance data

## 10. Upsell and Cross-sell Opportunities
- Identify accounts ready for additional products or services
- Develop tailored expansion strategies for high-potential accounts"
Cross-sell Targeting,Upsell & Cross-sell,Post-Sales,Intermediate,Medium,"Email, Text, Mail, Events, Ads, Chat, Phone,👩‍💻 In-App","First time buyers are often hesitant to take on more than they can handle. They often want to prove the value of a product with a smaller purchase, before making bigger investments. To support new buyers and create upsell opportunities, circle back to them 90 days after the purchase, to confirm the value of the relationship and to demonstrate additional products that can help them achieve their goals.","- Identify existing customers who have strong adoption, but have not adopted all products","'- Wait for a period of time
- Export
- Send records to your business system (CRM, MAT, SEP, CSV) 
- Assign to a User
- Then enroll in a Campaign (optional)","## 1. Identify High-Potential Customers
- Analyze customer adoption data
- Flag accounts with strong product usage but incomplete product suite adoption

## 2. Configure Timing Trigger
- Set up 90-day post-purchase trigger
- Ensure account is in good standing before proceeding

## 3. Data Preparation
- Export relevant customer data
- Enrich with additional account and contact information as needed

## 4. System Integration
- Send prepared data to appropriate business systems (CRM, MAT, SEP)
- Ensure data accuracy and completeness

## 5. Assignment and Ownership
- Automatically assign accounts to designated team members
- Update ownership records in relevant systems

## 6. Campaign Development
- Create targeted cross-sell email campaign
- Customize messaging to highlight complementary products

## 7. Campaign Enrollment
- Enroll identified accounts in the cross-sell campaign
- Schedule automated follow-ups and reminders

## 8. Multi-Channel Engagement
- Implement outreach across various channels (email, phone, in-app, etc.)
- Coordinate messaging across all touchpoints

## 9. Performance Tracking
- Monitor key metrics (conversion rate, average deal size)
- Calculate yield using the provided formula

## 10. Continuous Optimization
- Regularly review and refine targeting criteria
- Adjust campaign timing and messaging based on performance data"
Product Feature Announcement,Upsell & Cross-sell,Post-Sales,Intermediate,Medium,"Email, Text, Mail, Events, Ads, Chat, Phone,👩‍💻 In-App","Seize the opportunity to leverage a new product feature or functionality when it launches by sending release communications to three high-level groups: 
• Customers who already provisioned the new feature 
• Existing customers who don't have the feature 
• New prospects 
Note: If you are releasing multiple features in a short period of time, it's better to roll all the updates into a single communication, such as a newsletter.",- Identify companies and contacts where a new product feature release matches Saved Search criteria including customer flag in CRM,"- Source expanded set of contacts based on product type
- Send records to your CRM
- Assign to a Account Owner
- Enroll in Product Announcement campaign","## 1. Identify Target Audience
- Define criteria for customers with new feature
- Segment existing customers without the feature
- Create list of potential new prospects

## 2. Source Expanded Contact Set
- Use ZoomInfo to find additional contacts based on product type
- Ensure comprehensive coverage of decision-makers

## 3. CRM Integration
- Export sourced contacts to your CRM
- Enrich contact data as necessary

## 4. Assign Account Ownership
- Automatically assign contacts to appropriate Account Owners
- Ensure clear ownership for follow-up actions

## 5. Create Product Announcement Campaign
- Develop tailored messaging for each segment
- Set up email templates, landing pages, and other assets

## 6. Enroll Contacts in Campaign
- Add segmented contacts to the Product Announcement campaign
- Ensure proper tagging for tracking purposes

## 7. Multi-Channel Outreach
- Implement outreach across various channels (email, text, mail, etc.)
- Coordinate timing and messaging across channels

## 8. In-App Engagement
- Set up in-app notifications for existing users
- Create tutorials or demo scheduling options within the app

## 9. Monitor and Analyze Results
- Track engagement metrics across all channels
- Analyze uptake of new feature among existing customers

## 10. Refine and Iterate
- Adjust messaging based on response data
- Optimize channel mix for future announcements"
Upsell Feature-Specific Demo,Upsell & Cross-sell,Post-Sales,Expert,High,"Email, Text, Mail, Events, Ads, Chat, Phone,👩‍💻 In-App","When you release a new product or feature, deploy a pop-up notice within your platform that explains its usage and benefits, and invites customers to a demo. Also announce it in your different channels, newsletter, social, etc. This will promote product usage, make the relationship stickier, and increase the likelihood of renewal. 
Consider product demo promotion even if a feature is no longer considered new. A good demo could highlight under-utilized features that add value or features that the customer currently sources from another vendor.",- Identify companies and contacts for a new product feature released which matches a competitive use case Saved Search company criteria,"- Source expanded set of contacts based on product type
- Send records to your CRM
- Assign to a Account Owner
- Enroll in Feature-Specific campaign","## 1. Identify Targets for New Feature
- Set up saved search for companies matching competitive use case
- Configure criteria for expanded contact set based on product type

## 2. Data Collection and Enrichment

- Use ZoomInfo to gather and enrich company and contact data
- Export records to CRM system

## 3. Lead Assignment

- Automatically assign leads to appropriate Account Owners

## 4. Campaign Creation

- Develop feature-specific marketing campaign
- Create demo materials highlighting new feature benefits

## 5. Multi-Channel Outreach

- Implement outreach across email, text, mail, events, ads, chat, phone, and in-app

## 6. In-App Notification

- Deploy pop-up notice within platform explaining new feature
- Include option to schedule demo or access tutorial

## 7. External Announcements

- Announce new feature in newsletter, social media, and other channels

## 8. Demo Scheduling and Execution

- Set up system for customers to easily schedule demos
- Conduct personalized demos highlighting feature benefits

## 9. Follow-Up and Adoption Tracking

- Monitor feature adoption rates
- Implement follow-up strategies for non-adopters

## 10. Performance Analysis

- Track upsell and cross-sell metrics
- Analyze impact on customer retention and product usage

## 11. Continuous Improvement

- Gather feedback on feature and demo process
- Refine approach based on performance data and customer input"
Customer Upsell,Upsell & Cross-sell,Post-Sales,Intermediate,High,"Email, Text, Mail, Events, Ads, Chat, Phone,👩‍💻 In-App","The customer life cycle and your sales calendar create great opportunities to upsell. Tailor your campaigns to incentivize customers to upgrade. Clients with good engagement generally want more functionality, but the threshold might be too high. Unlock those upsells by offering a new package that meets their needs. 
For example, if a customer signs up for an advanced package, highlight features that fit their use case for upgrading to the best package. Showing them additional features they'd be missing could spark more interest.",- Identify customers with high usage and or satisfaction metrics but does not have full product set,"- Source expanded set of contacts based on product type and usage
- Send records to your CRM
- Assign to a Account Owner
- Enroll in Cross-Sell campaign","## 1. Identify High-Value Targets
- Analyze customer usage and satisfaction metrics
- Flag accounts without full product set
- Create list of high-potential upsell candidates

## 2. Expand Contact Network

- Use ZoomInfo to source additional contacts within target accounts
- Focus on roles relevant to product expansion
- Export expanded contact list to CRM

## 3. Assign Account Ownership

- Designate Account Owner for each high-potential account
- Brief Account Owners on upsell opportunity and strategy

## 4. Develop Tailored Campaigns

- Create cross-sell/upsell campaign materials
- Customize messaging based on current package and usage patterns
- Highlight specific features relevant to each account

## 5. Implement Multi-Channel Outreach

- Set up email sequences
- Configure targeted ad campaigns
- Plan for direct mail, events, and in-app messaging

## 6. Execute Personalized Outreach

- Initiate email sequences
- Follow up with phone calls from Account Owners
- Engage via chat, in-app notifications, and other channels

## 7. Track and Analyze Response

- Monitor engagement across all channels
- Analyze response rates and conversion metrics

## 8. Refine and Iterate

- Adjust messaging based on performance data
- Optimize channel mix for best results

## 9. Close Upsell Opportunities

- Schedule demos or trials of advanced features
- Negotiate and finalize upgraded contracts

## 10. Post-Upsell Nurturing

- Ensure smooth onboarding to new package
- Set up ongoing check-ins "
Contact External Moves,Winback,Post-Sales,Intermediate,High,"Email, Phone, Ads","Personnel changes create great prospecting opportunities. For example, when a new executive is hired, they typically look to make their mark in the first 90 days, including evaluating existing technology and services and buying new ones. Getting in front of these new hires early gives you the chance to influence their agenda and increase your odds of winning a deal. Plus, a new job is a natural conversation starter, since people are already fielding plenty of congratulations from their extended networks. 
Personnel moves can also reveal strategic changes at a company. For example, knowing whic","'- Identify Scoop signals with specific scoop types and within specific departments at a company within your ICP (ideal customer profile),- Identify tracked contacts which recently moved companies (tracked by a specific user with a specific origin tag)","'- Discover a set number of ZoomInfo contacts which meet your contact filters  
- Export
- Send records to your business system (CRM, MAT, SEP, CSV) 
- Assign to a User
- Then enroll in a Campaign (optional)
- Export
- Send records to your business system (CRM, MAT, SEP, CSV) 
- Assign to a User
- Then enroll in a Campaign (optional)","## 1. Monitor for Personnel Changes
- Set up alerts for executive moves, new hires, and promotions
- Configure system to track specific departments and company types

## 2. Define Target Criteria
- Establish filters for company size, industry, and relevance
- Set contact criteria (e.g., management level, department)

## 3. Automated Contact Discovery
- Trigger contact discovery in ZoomInfo when personnel changes occur
- Limit discovery to a set number of contacts (e.g., up to 20)

## 4. Data Export and Enrichment
- Export discovered contacts to CRM/MAT/SEP
- Enrich contact data with relevant company information

## 5. Lead Assignment
- Automatically assign new leads to appropriate sales team members

## 6. Campaign Enrollment
- Create personalized email campaign acknowledging the contact's new role
- Enroll discovered contacts into the campaign

## 7. Multi-Channel Engagement
- Implement outreach across email, phone, and targeted ads
- Tailor messaging to highlight relevance to new role

## 8. Follow-up Scheduling
- Set reminders for timely follow-ups (e.g., within 90 days of new hire)
- Schedule personalized touchpoints throughout the engagement process

## 9. Performance Tracking
- Monitor engagement rates and conversion metrics
- Analyze success rates based on personnel change types

## 10. Continuous Refinement
- Regularly review and adjust target criteria and messaging
- Update playbook based on successful engagement patterns"
Win Back Churned Customers,Winback,Post-Sales,Intermediate,High,"Email, Text, Mail, Events, Ads, Chat, Phone,👩‍💻 In-App","Churned customers aren’t always gone for good. You can often win them back if you resolve their reasons for leaving, such as adding new features or improvements to a product. 
Record the reasons for every lost customer and segment them into high-level categories, such as pricing, budget, product features, and customer experience. Capture relevant details, including desired features that didn’t exist or a problem with your customer service. 
Start campaigns with messages tailored to these reasons that acknowledge prior limitations and subsequent improvements. Combine the message with a free tri",- Identify a company is ex-customer and churned more than three months ago,"'- Wait for a period of time
- Export
- Send records to your business system (CRM, MAT, SEP, CSV) 
- Assign to a User
- Then enroll in a Campaign (optional)","## 1. Identify Churned Customers
- Export list of customers who churned more than three months ago
- Segment customers by reason for churn (e.g., pricing, features, service)

## 2. Prepare Win-Back Campaigns
- Develop tailored messaging addressing specific churn reasons
- Create free trial offers for each customer segment

## 3. Configure Data Sync
- Set up connection to pull updated lead data from CRM
- Configure lead filters to identify eligible churned customers

## 4. Implement Waiting Period
- Set up automation to wait 10 days after lead identification

## 5. Data Export and Enrichment
- Configure export of leads to selected business system (e.g., Salesforce)
- Ensure proper mapping of data to Accounts and Contacts

## 6. Lead Assignment
- Set up automatic assignment of leads to designated user (e.g., Ryan Hart4)

## 7. Campaign Enrollment
- Create email campaign for churned customers
- Configure automatic enrollment of exported leads into campaign

## 8. Multi-Channel Outreach
- Implement outreach strategy across various channels (email, phone, ads, etc.)

## 9. Performance Tracking
- Monitor engagement and conversion rates of win-back campaigns
- Analyze effectiveness of different messaging and offers

## 10. Continuous Improvement
- Regularly review and update win-back strategies based on performance data
- Refine segmentation and messaging to improve success rates"
